Serial,Event,Code County,County,Code District,District,Code Division,Division,Date (YMD),Comments,Cause,Description of Cause,Source,Magnitude,GLIDEnumber,Other sectors,DataCards,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Victims,Affected,Relocated,Evacuated,Losses $USD,Losses $Local,Education centers,Hospitals,Damages in crops Ha.,Lost Cattle
280,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311011,MOLO,02/09/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0
284,TRAFFIC ACCIDENT,33,NAROK,3312,NAROK,331205,MULOT,02/08/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
286,TRAFFIC ACCIDENT,10,KAKAMEGA,1005,LUGARI,100502,LUGARI,02/08/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,280501,CHANGAMWE,01/15/2011 08:00:00 AM +0000,,Error,Pedestrian was knocked down by a lorry.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,,,01/15/2011 08:00:00 AM +0000,,Error,Motor cyclist lost control and hit a tree.,KPR,,,Motor cycle was damaged.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,TRAFFIC ACCIDENT,26,MERU,,,,,01/17/2011 08:00:00 AM +0000,,Error,Motor cyclist lost control and rammed into road railguards,KPR,,,Motor cycle was damaged.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,TRAFFIC ACCIDENT,29,MURANGA,2904,MURANGA,290403,KANGEMA,02/09/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,01/17/2011 08:00:00 AM +0000,,Error,Juvenile pedestrian was knocked down.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,02/09/2011 08:00:00 AM +0000,,Error,Pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,TRAFFIC ACCIDENT,17,KISUMU,1705,KISUMU,,,01/17/2011 08:00:00 AM +0000,,Error,Pedal cyclist was knocked down by a lorry.,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
303,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311011,MOLO,02/09/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,TRAFFIC ACCIDENT,16,KISII,1603,GUCHA,160301,ETAGO,01/17/2011 08:00:00 AM +0000,,Error,Motor vehicle lost control.,KPR,,,Motor vehicles were damaged.,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
306,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,01/18/2011 08:00:00 AM +0000,,Hit and Run,Juvenile pedestrian was knocked down.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,TRAFFIC ACCIDENT,20,LAIKIPIA,2008,LAIKIPIA WEST,200805,NYAHURURU,02/11/2011 08:00:00 AM +0000,,Error,Pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,TRAFFIC ACCIDENT,14,KILIFI,1401,KILIFI,,,02/10/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
311,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,,,02/10/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,,,02/10/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,TRAFFIC ACCIDENT,29,MURANGA,2904,MURANGA,,,01/18/2011 08:00:00 AM +0000,,Error,Motor cycle knocked down by motor vehicle.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,TRAFFIC ACCIDENT,36,NYERI,3606,NYERI,360607,MUNICIPALITY,01/18/2011 08:00:00 AM +0000,,Error,Motor vehicle knocked down by motor cycle.,KPR,,,Motor vehicle and motor cycle were damaged.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
315,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,01/18/2011 08:00:00 AM +0000,,Error,Motor cycle hit motor vehicle.,KPR,,,Motor vehicle and motor cycle were damaged.,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
316,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300108,WESTLANDS,01/18/2011 08:00:00 AM +0000,,Error,"Motor vehicle lost control, veered off the road.",KPR,,,Motor vehicle was damaged.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
317,TRAFFIC ACCIDENT,16,KISII,1603,GUCHA,,,01/18/2011 08:00:00 AM +0000,,Error,Pedestrian was knocked down.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,TRAFFIC ACCIDENT,34,NYAMIRA,3408,NYAMIRA,340804,NYAMIRA,01/18/2011 08:00:00 AM +0000,,Error,Motor vehicle collided head on with a motor cycle.,KPR,,,Motor vehicle and motor cycle were damaged.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,TRAFFIC ACCIDENT,12,KERICHO,1206,KERICHO,,,01/18/2011 08:00:00 AM +0000,,Error,Juvenile pedestrian was knocked down.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,TRAFFIC ACCIDENT,3,BUNGOMA,301,BUNGOMA EAST,30105,KIMILILI,01/18/2011 08:00:00 AM +0000,,Hit and Run,Pedal cyclist was knocked down.,KPR,,,Bicycle was damaged.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
321,TRAFFIC ACCIDENT,42,TRANS-NZOIA,4215,TRANS NZOIA WEST,421502,CHERANGANY,01/18/2011 08:00:00 AM +0000,,Error,Pedestrian was knocked down.,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
324,TRAFFIC ACCIDENT,10,KAKAMEGA,1004,KAKAMEGA,100404,KAKAMEGA MUNICIPALITY,02/10/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
325,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130104,LARI,01/19/2011 08:00:00 AM +0000,,Error,Motor vehicle collided head on with a bus.,KPR,,,Bus and motor vehicle were damaged.,1,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0
327,TRAFFIC ACCIDENT,5,EMBU,501,EMBU,50105,NEMBURE,01/18/2011 08:00:00 AM +0000,,Error,Pedestrian was knocked down.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,TRAFFIC ACCIDENT,3,BUNGOMA,306,MT ELGON,30601,CHEPTAIS,03/03/2011 08:00:00 AM +0000,Landrover Vehicle rolled severally,Error,Tyre burst,KPR,,,Lndrover damaged,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
330,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,01/19/2011 08:00:00 AM +0000,,Error,Pedestrian was knocked down by a van.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300108,WESTLANDS,01/19/2011 08:00:00 AM +0000,,Error,Pedestrian was knocked down.,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
332,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311003,GILGIL,01/19/2011 08:00:00 AM +0000,,Error,Pedestrian was knocked down.,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
329,TRAFFIC ACCIDENT,36,NYERI,3606,NYERI,360602,KIENI EAST,02/10/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,TRAFFIC ACCIDENT,15,KIRINYAGA,1502,KIRINYAGA,150204,MWEA,01/19/2011 08:00:00 AM +0000,,Error,Pedestrian crossed the road abruptly& was hit by a m. cycle,KPR,,,Motor cycle was damaged.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,TRAFFIC ACCIDENT,26,MERU,2608,MERU CENTRAL,,,02/10/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,02/10/2011 08:00:00 AM +0000,,Error,Pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,TRAFFIC ACCIDENT,29,MURANGA,2903,MARAGUA,290304,MARAGUA,01/20/2011 08:00:00 AM +0000,,Error,Pedestrian was knocked down.,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
340,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,,,01/20/2011 08:00:00 AM +0000,,Error,"Motor vehicle lost control, and hit another vehicle.",KPR,,,Motor vehicles were damaged.,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
341,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,01/20/2011 08:00:00 AM +0000,,Error,Motor cycle knocked down by motor vehicle.,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
342,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300108,WESTLANDS,01/14/2011 08:00:00 AM +0000,,Error,Pedestrian was knocked down.,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
338,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300105,KIBERA,02/14/2011 08:00:00 AM +0000,,Error,Mbagathi way,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300106,MAKADARA,03/04/2011 08:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,TRAFFIC ACCIDENT,17,KISUMU,1705,KISUMU,,,01/20/2011 08:00:00 AM +0000,,Error,Motor cycle hit motor vehicle.,KPR,,,Motor vehicle and motor cycle were damaged.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
347,TRAFFIC ACCIDENT,17,KISUMU,1705,KISUMU,170503,MASENO,02/10/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,TRAFFIC ACCIDENT,17,KISUMU,1705,KISUMU,,,03/05/2011 08:00:00 AM +0000,,Negligence,Car knocked down a motorcycle,KPR,,,Damage to motor vehicle and motorcycle,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
348,TRAFFIC ACCIDENT,9,KAJIADO,904,KAJIADO,90406,NGONG,01/20/2011 08:00:00 AM +0000,,Error,"Motor vehicle lost control, and hit motorcycle and vehicle ",KPR,,,Motor vehicles and motor cycle were damaged.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
352,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311016,RONGAI,03/04/2011 08:00:00 AM +0000,The dead pasenger was a child,Error,The tyre burst causing the driver to lose control,,,,,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
349,TRAFFIC ACCIDENT,34,NYAMIRA,3408,NYAMIRA,340804,NYAMIRA,02/11/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311003,GILGIL,11/14/2011 08:00:00 AM +0000,,Negligence,Pedestrian knocked down,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,02/11/2011 08:00:00 AM +0000,,Error,Pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311003,GILGIL,02/11/2011 08:00:00 AM +0000,,Error,driver lost control after hitting bump,KPR,,,,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
351,TRAFFIC ACCIDENT,42,TRANS-NZOIA,4215,TRANS NZOIA WEST,421501,CENTRAL TRANS NZOIA,01/20/2011 08:00:00 AM +0000,,Hit and Run,Pedal cyclist was knocked down by unknown vehicle.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,TRAFFIC ACCIDENT,10,KAKAMEGA,1004,KAKAMEGA,100403,KABRAS,03/04/2011 08:00:00 AM +0000,,Negligence,Traffic controller crushed by a roller,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311014,NJORO,01/20/2011 08:00:00 AM +0000,,Error,Pedestrian was knocked down.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,TRAFFIC ACCIDENT,29,MURANGA,2904,MURANGA,,,03/04/2011 08:00:00 AM +0000,,Negligence,Lost control,KPR,,,Damaged motorcycle,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
362,TRAFFIC ACCIDENT,23,MAKUENI,2305,MAKUENI,230506,KIBWEZI,11/14/2011 08:00:00 AM +0000,,Negligence,Motorvehicle crashed with a motorcycle,,,,Damaged 14 seater Matatu and motorcycle,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,TRAFFIC ACCIDENT,32,NANDI,3211,NANDI,321103,KAPSABET,01/20/2011 08:00:00 AM +0000,,Error,Pedestrian was knocked down.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130104,LARI,01/20/2011 08:00:00 AM +0000,,Error,Motor vehicles lost control.,KPR,,,Motor vehicles were damaged.,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
365,TRAFFIC ACCIDENT,36,NYERI,3606,NYERI,360607,MUNICIPALITY,01/21/2011 08:00:00 AM +0000,,Error,Juvenile pedestrian was knocked down.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,TRAFFIC ACCIDENT,44,UASIN-GISHU,4417,UASIN GISHU,441703,KESSES,01/21/2011 08:00:00 AM +0000,,Unknown,,KPR,,,All property in the supermarket and hotel was destroyed.,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
368,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300107,PUMWANI,03/04/2011 08:00:00 AM +0000,,Negligence,Run over by rear wheel,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,,,01/21/2011 08:00:00 AM +0000,,Error,Passenger fell and was overun by right tyres while alighting,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,TRAFFIC ACCIDENT,17,KISUMU,1705,KISUMU,170503,MASENO,03/05/2011 08:00:00 AM +0000,,Negligence,Pedestrian jumped on a moving vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,,,01/21/2011 08:00:00 AM +0000,,Error,Motor vehicle collided with a tractor Massey Fergusson,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,TRAFFIC ACCIDENT,11,KEIYO-MARAKWET,1105,KEIYO,110505,TAMBACH,03/05/2011 08:00:00 AM +0000,,Negligence,Lost control,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
374,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311012,NAIVASHA,03/05/2011 08:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,TRAFFIC ACCIDENT,3,BUNGOMA,301,BUNGOMA EAST,30102,CENTRAL BUNGOMA,03/04/2011 08:00:00 AM +0000,One rider ran away,Negligence,,KPR,,,Damaged 2 motorcycles,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
376,TRAFFIC ACCIDENT,10,KAKAMEGA,1003,BUTERE MUMIAS,100304,MUMIAS,11/14/2011 08:00:00 AM +0000,,Negligence,Motor cyclist hit a pedestrian,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,TRAFFIC ACCIDENT,35,NYANDARUA,3505,NYANDARUA,350508,SOUTH KINANGOP,02/12/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
381,TRAFFIC ACCIDENT,19,KWALE,1902,KWALE,190205,MSAMBWENI,02/12/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
380,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,,,01/22/2011 08:00:00 AM +0000,,Error,Motor vehicle hit a pot hale and lost control,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
382,TRAFFIC ACCIDENT,39,TAITA-TAVETA,3906,TAITA TAVETA,390606,VOI,02/12/2011 08:00:00 AM +0000,,Fault,Tyre burst,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
384,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300107,PUMWANI,02/12/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,01/23/2011 08:00:00 AM +0000,,Error,"Driver lost control of the vehicle, veered off the road.",KPR,,,Motor vehicle was damaged.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,TRAFFIC ACCIDENT,38,SIAYA,3801,BONDO,,,01/22/2011 08:00:00 AM +0000,,Error,Motor cycle was crushed by a Shovel Plant while reversing,KPR,,,Motor cycle was damaged.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,TRAFFIC ACCIDENT,27,MIGORI,2707,MIGORI,,,02/12/2011 08:00:00 AM +0000,,Error,motor cycle,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391,TRAFFIC ACCIDENT,42,TRANS-NZOIA,4215,TRANS NZOIA WEST,,,02/12/2011 08:00:00 AM +0000,,Error,Head on collision,KPR,,,,1,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0
393,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,02/12/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130707,THIKA MUNICIPALITY,03/31/2011 07:00:00 AM +0000,,Error,PEDESTRIAN WAS KNOCKED DOWN BY MOTOR VEHICLE,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,TRAFFIC ACCIDENT,34,NYAMIRA,3408,NYAMIRA,340803,MANGA,01/22/2011 08:00:00 AM +0000,,Error,Lorry hit a motor cycle and hit another vehicle,KPR,,,Motor vehicles and motor cycle were damaged.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,TRAFFIC ACCIDENT,10,KAKAMEGA,1003,BUTERE MUMIAS,100304,MUMIAS,02/12/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130105,LIMURU,02/13/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,TRAFFIC ACCIDENT,19,KWALE,1902,KWALE,190205,MSAMBWENI,02/13/2011 08:00:00 AM +0000,,Error,motor cycle,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
397,TRAFFIC ACCIDENT,12,KERICHO,1206,KERICHO,120605,LONDIAN,03/31/2011 07:00:00 AM +0000,,Error,knocked down pedestrian,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300106,MAKADARA,02/13/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,TRAFFIC ACCIDENT,16,KISII,1603,GUCHA,160303,NYACHEKI,01/22/2011 08:00:00 AM +0000,,Hit and Run,Pedestrian was overun by a motor vehicle.,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,02/13/2011 08:00:00 AM +0000,,Error,tout slipped as he tried to board moving vehicle,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300102,DAGORETTI,02/13/2011 08:00:00 AM +0000,,Error,driver lost control and knocked pedestrians,KPR,,,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
407,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130103,KIKUYU,03/06/2011 08:00:00 AM +0000,,Error,Lost control,KPR,,,Damaged vehicle,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,TRAFFIC ACCIDENT,16,KISII,1603,GUCHA,,,02/13/2011 08:00:00 AM +0000,,Error,,KPR,,,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
406,TRAFFIC ACCIDENT,32,NANDI,3211,NANDI,321102,KABIYET,01/22/2011 08:00:00 AM +0000,,Error,Motor cycle knocked down by motor vehicle.(matatu),KPR,,,Motor vehicle and motor cycle were damaged.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
