Serial,Event,Code County,County,Code District,District,Code Division,Division,Date (YMD),Comments,Cause,Description of Cause,Source,Magnitude,GLIDEnumber,Other sectors,DataCards,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Victims,Affected,Relocated,Evacuated,Losses $USD,Losses $Local,Education centers,Hospitals,Damages in crops Ha.,Lost Cattle
1852,TRAFFIC ACCIDENT,36,NYERI,3606,NYERI,360604,MATHIRA,04/21/2011 07:00:00 AM +0000,,Error,driver lost control veered off the road and hit pedestrian,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,TRAFFIC ACCIDENT,14,KILIFI,1404,MALINDI,140402,MALINDI,09/25/2011 07:00:00 AM +0000,"1 person, a prisoner, escaped from the crash site",Error,Tyre burst  causing motorvehicle to loose control,KPR,,,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,TRAFFIC ACCIDENT,36,NYERI,3606,NYERI,360602,KIENI EAST,04/21/2011 07:00:00 AM +0000,,Error,pedestrian attempted to jump on the vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,TRAFFIC ACCIDENT,26,MERU,2608,MERU CENTRAL,,,10/20/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian was knocked down by a hit and run vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,TRAFFIC ACCIDENT,39,TAITA-TAVETA,3906,TAITA TAVETA,390606,VOI,04/21/2011 07:00:00 AM +0000,,Error,two vehicles collided head on,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,TRAFFIC ACCIDENT,39,TAITA-TAVETA,3906,TAITA TAVETA,390606,VOI,04/21/2011 07:00:00 AM +0000,,Error,two vehicles collided head on,KPR,,,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,TRAFFIC ACCIDENT,38,SIAYA,3801,BONDO,380104,USIGU,10/19/2011 07:00:00 AM +0000,,Hit and Run,Juvenile pedestrian was knocked down by speeding car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,TRAFFIC ACCIDENT,18,KITUI,1812,MWINGI,181203,MIGWANI,04/21/2011 07:00:00 AM +0000,,Error,overspeeding driver lost control,KPR,,,,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,04/21/2011 07:00:00 AM +0000,,Fault,"brakes failed, driver lost control and hit pedestrian",KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130103,KIKUYU,04/21/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,TRAFFIC ACCIDENT,17,KISUMU,1709,NYANDO,170904,NYANDO,10/19/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a lorry,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,TRAFFIC ACCIDENT,9,KAJIADO,904,KAJIADO,90406,NGONG,04/21/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,TRAFFIC ACCIDENT,38,SIAYA,3811,SIAYA,381107,YALA,10/19/2011 07:00:00 AM +0000,,Error,Pedal cyclist was knocked down by a lorry,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,TRAFFIC ACCIDENT,9,KAJIADO,904,KAJIADO,90406,NGONG,04/21/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,TRAFFIC ACCIDENT,10,KAKAMEGA,1003,BUTERE MUMIAS,100304,MUMIAS,04/21/2011 07:00:00 AM +0000,,Error,"brakes failed, driver jumped out and was hit by tractor",KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,TRAFFIC ACCIDENT,14,KILIFI,1401,KILIFI,140106,KALOLENI,12/08/2011 08:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311012,NAIVASHA,10/20/2011 07:00:00 AM +0000,,Error,Lorry collided head on with a motor cycle while overtaking,KPR,,,Lorry and motor cycle were damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,04/19/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,04/19/2011 07:00:00 AM +0000,,Error,pedestrian standing on the roadside,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300105,KIBERA,04/21/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300108,WESTLANDS,09/25/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,TRAFFIC ACCIDENT,7,HOMABAY,710,RACHUONYO,71001,EAST KARACHUONYO,04/20/2011 07:00:00 AM +0000,,Error,motorcycle hit from behind by vehicle,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311011,MOLO,04/20/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,TRAFFIC ACCIDENT,34,NYAMIRA,3408,NYAMIRA,340804,NYAMIRA,09/25/2011 07:00:00 AM +0000,,Negligence,Lost control,KPR,,,Damaged motorvehicle,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311002,ELBURGON,04/20/2011 07:00:00 AM +0000,,Error,"lorry driver lost control, vehicle fell in a ditch",KPR,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,TRAFFIC ACCIDENT,9,KAJIADO,904,KAJIADO,90402,LOITOKITOK,09/25/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,TRAFFIC ACCIDENT,12,KERICHO,1206,KERICHO,120601,AINAMOI,09/25/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311012,NAIVASHA,09/25/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,TRAFFIC ACCIDENT,47,WEST POKOT,4718,WEST POKOT,471805,KAPENGURIA,09/25/2011 07:00:00 AM +0000,,Error,Lost control,KPR,,,Damaged trailer and motorvehicle,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,TRAFFIC ACCIDENT,10,KAKAMEGA,1004,KAKAMEGA,100403,KABRAS,09/25/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,TRAFFIC ACCIDENT,29,MURANGA,2904,MURANGA,,,10/21/2011 07:00:00 AM +0000,,Error,Juvenile pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,TRAFFIC ACCIDENT,40,TANA-RIVER,4007,TANA RIVER,400703,GALORE,09/26/2011 07:00:00 AM +0000,,Negligence,Wreckless riding of motorcycles and speeding,KPR,,,Damage to motor vehicle and motorcycle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,09/26/2011 07:00:00 AM +0000,,Negligence,Motorcyclistcrossing the road without care,KPR,,,Damaged motorcycled and motorvehicle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,TRAFFIC ACCIDENT,33,NAROK,3312,NAROK,331201,CENTRAL NAROK,09/26/2011 07:00:00 AM +0000,a juvenile was knocked down,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,TRAFFIC ACCIDENT,33,NAROK,3312,NAROK,331201,CENTRAL NAROK,04/19/2011 07:00:00 AM +0000,,Error,driver lost control and swerved into a culvert,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,TRAFFIC ACCIDENT,4,BUSIA,402,BUSIA,40202,BUSIA TOWNSHIP,09/26/2011 07:00:00 AM +0000,,Rain,Trailer lost control knocking down a pedestrian,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,09/27/2011 07:00:00 AM +0000,Juvenile pedestrian knocked down,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,09/27/2011 07:00:00 AM +0000,,Negligence,Pedestrian slipped and fell while boaring the bus,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,10/21/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,TRAFFIC ACCIDENT,16,KISII,1602,CENTRAL KISII,160202,KISII TOWNSHIP,09/27/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311014,NJORO,09/27/2011 07:00:00 AM +0000,,Error,Lost control,KPR,,,Motorvehicle destroyed,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,TRAFFIC ACCIDENT,29,MURANGA,2903,MARAGUA,290303,MAKUYU,04/19/2011 07:00:00 AM +0000,,Error,driver lost control and motorcycle rolled several times,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,TRAFFIC ACCIDENT,33,NAROK,3312,NAROK,331205,MULOT,09/27/2011 07:00:00 AM +0000,,Negligence,Motor cyclist knocked down,KPR,,,Damaged Motorcycle and motor vehicle,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,TRAFFIC ACCIDENT,23,MAKUENI,2305,MAKUENI,230506,KIBWEZI,04/17/2011 07:00:00 AM +0000,,Hit and Run,body found lying on the road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,04/18/2011 07:00:00 AM +0000,,Error,driver lost control veered off the road and hit pedestrian,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,10/21/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,TRAFFIC ACCIDENT,9,KAJIADO,904,KAJIADO,90401,CENTRAL KAJIADO,04/18/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,TRAFFIC ACCIDENT,10,KAKAMEGA,1003,BUTERE MUMIAS,100301,BUTERE,04/18/2011 07:00:00 AM +0000,,Error,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,TRAFFIC ACCIDENT,36,NYERI,3606,NYERI,360607,MUNICIPALITY,09/27/2011 07:00:00 AM +0000,,Hit and Run,Body found on the side of the road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130706,RUIRU,09/28/2011 07:00:00 AM +0000,,Negligence,Pedestrian Knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,280502,ISLAND,09/28/2011 07:00:00 AM +0000,,Negligence,Pedetrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,280501,CHANGAMWE,09/28/2011 07:00:00 AM +0000,,Error,Lost control,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,TRAFFIC ACCIDENT,5,EMBU,501,EMBU,50101,CENTRAL EMBU,09/28/2011 07:00:00 AM +0000,,Negligence,Motor cyclist knocked down,KPR,,,Destroyed motorcycle and damaged motorvehicle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130105,LIMURU,04/17/2011 07:00:00 AM +0000,,Error,pedestrian rushed onto the road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130103,KIKUYU,10/21/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a bus,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,TRAFFIC ACCIDENT,35,NYANDARUA,3505,NYANDARUA,350505,NORTH KINANGOP,04/17/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,09/28/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,TRAFFIC ACCIDENT,36,NYERI,3606,NYERI,360606,MUKURWE-INI,04/17/2011 07:00:00 AM +0000,,Hit and Run,pedestrian walking along the road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,10/20/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a mini bus,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,TRAFFIC ACCIDENT,17,KISUMU,1709,NYANDO,170904,NYANDO,09/28/2011 07:00:00 AM +0000,,Hit and Run,Trailer lost control knocking down a pedestrian after error,KPR,,,Damaged trailer,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,TRAFFIC ACCIDENT,39,TAITA-TAVETA,3906,TAITA TAVETA,390606,VOI,04/18/2011 07:00:00 AM +0000,,Hit and Run,body found lying on the road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300106,MAKADARA,04/18/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,TRAFFIC ACCIDENT,9,KAJIADO,904,KAJIADO,90406,NGONG,04/17/2011 07:00:00 AM +0000,,Error,driver lost control veered off the road and landed in ditch,KPR,,,,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,TRAFFIC ACCIDENT,7,HOMABAY,704,HOMA BAY,,,10/21/2011 07:00:00 AM +0000,After veering off the road the driver collided head on with a motor cyclist who was riding from the opposite side,Error,Driver lost control and veered off the road,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,TRAFFIC ACCIDENT,12,KERICHO,1206,KERICHO,120604,KIPKELION,09/28/2011 07:00:00 AM +0000,,Negligence,Head on collision,KPR,,,Destroyed trailer and motorvehicle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311012,NAIVASHA,04/18/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,TRAFFIC ACCIDENT,16,KISII,1602,CENTRAL KISII,160202,KISII TOWNSHIP,10/21/2011 07:00:00 AM +0000,,Error,"Driver lost control, veered off the road & hit pedestrian",KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,TRAFFIC ACCIDENT,10,KAKAMEGA,1005,LUGARI,100502,LUGARI,09/28/2011 07:00:00 AM +0000,,Negligence,Lorry rammed into a motorcycle,KPR,,,Destroyed motorcycle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,TRAFFIC ACCIDENT,3,BUNGOMA,301,BUNGOMA EAST,30102,CENTRAL BUNGOMA,04/18/2011 07:00:00 AM +0000,,Error,driver lost control and hit motorcyclist,KPR,,,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,TRAFFIC ACCIDENT,32,NANDI,3211,NANDI,321108,NANDI HILLS,04/17/2011 07:00:00 AM +0000,,Error,driver lost control veered off the road and landed in ditch,KPR,,,,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,TRAFFIC ACCIDENT,34,NYAMIRA,3408,NYAMIRA,340804,NYAMIRA,10/21/2011 07:00:00 AM +0000,,Error,Juvenile pedestrian was knocked down by a pick up,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,TRAFFIC ACCIDENT,27,MIGORI,2707,MIGORI,,,04/16/2011 07:00:00 AM +0000,,Error,driver lost control and hit a pedal cyclist,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,10/21/2011 07:00:00 AM +0000,The driver also hit a pedal cyclist,Error,Drive veered off the road & hit a pillion passenger ,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,TRAFFIC ACCIDENT,10,KAKAMEGA,1003,BUTERE MUMIAS,100304,MUMIAS,10/21/2011 07:00:00 AM +0000,,Error,Juvenile pedestrian was knocked down by a tractor,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130104,LARI,10/22/2011 07:00:00 AM +0000,,Error,Motor vehicle collided head on with a lorry,KPR,,,Car and lorry were damaged,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130706,RUIRU,10/22/2011 07:00:00 AM +0000,,Error,Driver lost control and hit a water caravat,KPR,,,Motor vehicle was damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,10/22/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a lorry,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130103,KIKUYU,10/22/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a motor vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130103,KIKUYU,10/22/2011 07:00:00 AM +0000,,Error,Juvenile pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,10/22/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a motor vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300105,KIBERA,10/23/2011 07:00:00 AM +0000,,Error,Driver lost control of the motor vehicle while speeding off,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,TRAFFIC ACCIDENT,44,UASIN-GISHU,4417,UASIN GISHU,,,10/22/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,04/17/2011 07:00:00 AM +0000,,Error,driver lost control veered off the road and hit pedestrian,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,TRAFFIC ACCIDENT,36,NYERI,3606,NYERI,360608,OTHAYA,04/17/2011 07:00:00 AM +0000,,Error,two vehicles collided head on,KPR,,,,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,TRAFFIC ACCIDENT,29,MURANGA,2904,MURANGA,290403,KANGEMA,04/17/2011 07:00:00 AM +0000,,Hit and Run,body found lying on the road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,04/15/2011 07:00:00 AM +0000,,Error,driver lost control veeredand collided with oncoming vehicle,KPR,,,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,04/16/2011 07:00:00 AM +0000,first collision caused a ripple collision. accident involved three vehicles,Error,multiple collision,KPR,,,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130103,KIKUYU,04/17/2011 07:00:00 AM +0000,,Error,trailer rammed into a matatu,KPR,,,,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,TRAFFIC ACCIDENT,26,MERU,2608,MERU CENTRAL,260802,ABOTHUGUCHI CENTRAL,10/23/2011 07:00:00 AM +0000,,Error,Driver of pick up lost control and hit 4 pedestrians,KPR,,,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,10/23/2011 07:00:00 AM +0000,,Error,Pedestrian was hit by a motor cycle,KPR,,,Motor Cycle was damaged,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,TRAFFIC ACCIDENT,44,UASIN-GISHU,4417,UASIN GISHU,,,10/22/2011 07:00:00 AM +0000,,Error,Motor cyclist was knocked down by a matatu,KPR,,,Motor Cycle was damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130104,LARI,10/24/2011 07:00:00 AM +0000,,Error,Driver swerved off the road and hit another motor vehicle,KPR,,,Motor vehicles were damaged,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,TRAFFIC ACCIDENT,29,MURANGA,2904,MURANGA,290402,KAHURO,10/24/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian was knocked down by an unknown motor cyclist,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,TRAFFIC ACCIDENT,29,MURANGA,2904,MURANGA,290402,KAHURO,10/24/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian was knocked down by an unknown motor cyclist,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,280501,CHANGAMWE,10/24/2011 07:00:00 AM +0000,Motor cylist rammed into a matatu that made a sudden U turn,Negligence,Matatu driver made a sudden U turn,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,TRAFFIC ACCIDENT,5,EMBU,501,EMBU,50101,CENTRAL EMBU,10/21/2011 07:00:00 AM +0000,,Error,Two motor vehicles collided head on,KPR,,,Motor vehicles were damaged,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,TRAFFIC ACCIDENT,27,MIGORI,2707,MIGORI,270701,AWENDO,10/23/2011 07:00:00 AM +0000,,Hit and Run,Juvenile pedestrian was hit by a tractor which did not stop,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,10/24/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220407,MAVOKO,10/24/2011 07:00:00 AM +0000,Driver landed in a ditch after losing control of the matatu due to a front tyre burst,Fault,"Tyre burst, driver lost control of m/v & veered off the road",KPR,,,,1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,TRAFFIC ACCIDENT,11,KEIYO-MARAKWET,1105,KEIYO,110503,KAMARINY,10/23/2011 07:00:00 AM +0000,Motor cyclist landed into a ditch after losing control,Error,Motor cyclist lost control & hit rails of the road,KPR,,,Motor cycle was damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,TRAFFIC ACCIDENT,32,NANDI,3211,NANDI,321103,KAPSABET,10/25/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a matatu,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130103,KIKUYU,10/27/2011 07:00:00 AM +0000,The lorry veered off the road & landed by the passenger side after it lost control,Error,Driver of trailer lost control & hit the rear of a matatu,KPR,,,Trailer was damaged,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,TRAFFIC ACCIDENT,15,KIRINYAGA,1502,KIRINYAGA,150201,CENTRAL KIRINYAGA,10/27/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,TRAFFIC ACCIDENT,10,KAKAMEGA,1004,KAKAMEGA,100403,KABRAS,10/27/2011 07:00:00 AM +0000,"The juvenile was trying to remove sugar cane from the moving tractor when he was hit, the tractor did not stop",Hit and Run,Juvenile was hit by an unknown tractor,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,TRAFFIC ACCIDENT,10,KAKAMEGA,1004,KAKAMEGA,100403,KABRAS,10/27/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian was knocked down by an unknown car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130701,GATANGA,10/28/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian was hit by an unknown motor vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
